date,open,high,low,close,volume
2019-09-27 04:00:00,176.0,176.5,163.15,165.91,30380018
2019-09-30 04:00:00,169.8865,170.2,166.45,167.23,13400869
2019-10-01 04:00:00,168.01,168.23,163.64,165.16,12552607
2019-10-02 04:00:00,162.82,166.6,161.9,165.84,10480536
2019-10-03 04:00:00,166.65,170.18,165.0,169.51,9581052
2019-10-04 04:00:00,169.6,170.7,167.56,170.33,7560622
2019-10-07 04:00:00,168.83,172.3,167.21,168.215,10936294
2019-10-08 04:00:00,164.3,165.22,161.68,161.96,14426625
2019-10-09 04:00:00,165.5,166.58,163.42,165.2,10343190
2019-10-10 04:00:00,165.96,168.57,164.09,166.05,10594153
2019-10-11 04:00:00,170.77,174.88,169.57,172.94,18288175
2019-10-14 04:00:00,172.84,173.19,170.93,171.17,7064823
2019-10-15 04:00:00,172.91,176.75,172.69,175.29,13202283
2019-10-16 04:00:00,175.8,177.35,174.12,177.1,9828433
2019-10-17 04:00:00,178.0,178.59,175.23,176.81,7512654
2019-10-18 04:00:00,176.0,176.23,169.0,169.15,13709360
2019-10-21 04:00:00,172.64,173.91,170.87,173.53,8273182
2019-10-22 04:00:00,174.53,175.3602,169.26,169.91,10099766
2019-10-23 04:00:00,170.45,171.04,168.12,169.92,8349741
2019-10-24 04:00:00,171.28,172.75,170.21,172.52,6716395
2019-10-25 04:00:00,171.56,175.81,170.88,174.28,8748813
2019-10-28 04:00:00,176.5,179.64,176.41,178.6617,9688937
2019-10-29 04:00:00,177.06,177.74,175.44,176.9,7308919
2019-10-30 04:00:00,175.42,177.88,173.9359,177.63,9285228
2019-10-31 04:00:00,176.35,177.78,175.5,176.57,9415899
2019-11-01 04:00:00,179.01,182.12,176.06,176.45,23279635
2019-11-04 05:00:00,180.66,182.4,178.02,179.64,42519799
2019-11-05 05:00:00,181.42,183.2,180.31,181.94,21968456
2019-11-06 05:00:00,183.61,185.0,182.2,184.08,13905400
2019-11-07 05:00:00,187.07,188.07,184.69,186.66,18865971
2019-11-08 05:00:00,187.9016,188.28,185.15,187.13,17162315
2019-11-11 05:00:00,184.82,187.2,181.37,186.7337,18943701
2019-11-12 05:00:00,185.91,187.65,185.14,186.96,9223464
2019-11-13 05:00:00,185.47,185.674,181.0,182.48,13964545
2019-11-14 05:00:00,182.87,184.5,181.3212,182.68,11488842
2019-11-15 05:00:00,184.0,185.548,183.71,185.44,10176741
2019-11-18 05:00:00,186.98,186.98,184.16,184.62,10202699
2019-11-19 05:00:00,186.31,186.71,183.87,185.26,11320149
2019-11-20 05:00:00,183.67,183.7,181.06,182.35,14780836
2019-11-21 05:00:00,181.77,184.89,181.6,184.85,9227775
2019-11-22 05:00:00,185.8,186.78,183.935,186.78,8754158
2019-11-25 05:00:00,188.32,190.72,187.88,190.43,17254391
2019-11-26 05:00:00,190.39,195.0,189.04,194.87,22262695
2019-11-27 05:00:00,197.24,200.98,197.0,200.8604,30267959
2019-11-29 05:00:00,199.81,200.43,198.3502,199.9,15131187
2019-12-02 05:00:00,198.58,198.67,193.51,196.23,17986125
2019-12-03 05:00:00,190.97,194.9,189.85,194.83,15753325
2019-12-04 05:00:00,195.53,196.66,193.23,193.72,10796915
2019-12-05 05:00:00,196.93,200.94,196.43,200.07,20109741
2019-12-06 05:00:00,201.11,202.0,199.51,201.9,12150636
2019-12-09 05:00:00,200.32,203.43,198.55,198.71,11540645
2019-12-10 05:00:00,200.71,202.47,199.23,200.4,10745909
2019-12-11 05:00:00,201.1,204.8,200.72,204.67,10674178
2019-12-12 05:00:00,203.71,206.0,202.0,204.45,17942133
2019-12-13 05:00:00,205.76,207.1,203.77,204.91,15525786
2019-12-16 05:00:00,206.33,209.15,206.19,206.99,13844372
2019-12-17 05:00:00,208.69,208.87,206.82,208.17,10263471
2019-12-18 05:00:00,208.53,210.01,208.43,209.93,10931639
2019-12-19 05:00:00,209.61,211.37,209.23,210.01,9504454
2019-12-20 05:00:00,211.35,213.98,210.42,212.36,13318084
2019-12-23 05:00:00,213.25,215.05,212.91,214.84,8975379
2019-12-24 05:00:00,215.01,215.43,213.35,214.3,4853822
2019-12-26 05:00:00,214.65,216.99,214.33,216.38,6476662
2019-12-27 05:00:00,217.99,218.11,215.17,215.49,9665360
2019-12-30 05:00:00,215.78,215.78,211.76,212.87,8133683
2019-12-31 05:00:00,212.0,213.64,210.73,212.12,5838000
2020-01-02 05:00:00,216.6,219.98,216.54,219.8,15002339
2020-01-03 05:00:00,216.35,218.2025,216.01,217.03,7579635
2020-01-06 05:00:00,214.89,217.16,214.09,216.59,9483792
2020-01-07 05:00:00,217.64,218.94,216.69,217.64,8220768
2020-01-08 05:00:00,216.6,220.65,216.32,217.93,9140066
2020-01-09 05:00:00,221.5,223.08,220.82,221.78,11662026
2020-01-10 05:00:00,223.9,225.96,222.061,223.81,10976198
2020-01-13 05:00:00,228.81,231.14,227.04,230.55,15698042
2020-01-14 05:00:00,230.05,230.175,224.88,226.45,15863923
2020-01-15 05:00:00,226.65,227.82,224.39,225.06,8570615
2020-01-16 05:00:00,226.3,226.33,222.73,223.97,12122048
2020-01-17 05:00:00,225.9,228.0,225.35,227.4336,9156391
2020-01-21 05:00:00,222.45,222.6,220.7295,222.385,25942696
2020-01-22 05:00:00,224.69,225.58,222.0,222.42,16709844
2020-01-23 05:00:00,217.93,220.13,216.77,219.13,29921003
2020-01-24 05:00:00,218.49,219.83,211.3251,213.69,28742783
2020-01-27 05:00:00,201.22,208.02,199.5,205.46,21879593
2020-01-28 05:00:00,209.74,210.91,207.17,210.25,13512709
2020-01-29 05:00:00,212.5865,213.98,209.52,212.02,11041646
2020-01-30 05:00:00,207.88,209.86,205.03,208.56,13105966
2020-01-31 05:00:00,206.5,207.93,204.7282,206.58,15230883
2020-02-03 05:00:00,208.67,215.02,208.67,213.16,11927601
2020-02-04 05:00:00,221.35,224.38,220.49,222.88,14745228
2020-02-05 05:00:00,226.52,226.7,217.54,220.22,12372380
2020-02-06 05:00:00,223.13,223.65,219.78,220.89,9797868
2020-02-07 05:00:00,217.46,217.84,214.88,216.4315,12290598
2020-02-10 05:00:00,213.5,215.75,212.2,215.72,14420851
2020-02-11 05:00:00,219.91,220.01,215.29,217.2402,14730318
2020-02-12 05:00:00,221.13,225.52,220.21,224.44,16417776
2020-02-13 05:00:00,220.0,225.0,218.99,220.34,23837238
2020-02-14 05:00:00,221.1,221.64,218.23,219.63,9566890
2020-02-18 05:00:00,218.55,220.85,217.51,220.48,11828667
2020-02-19 05:00:00,221.52,223.56,220.75,222.1209,9707540
2020-02-20 05:00:00,222.5,222.5,214.22,218.01,13257631
2020-02-21 05:00:00,217.54,217.6,211.56,212.58,15935903
2020-02-24 05:00:00,203.55,207.28,202.51,206.16,17523531
2020-02-25 05:00:00,208.51,209.95,204.1,205.62,16169931
2020-02-26 05:00:00,206.8,213.08,206.79,208.81,15598552
2020-02-27 05:00:00,205.01,209.97,201.86,205.03,20200245
2020-02-28 05:00:00,198.98,208.92,198.561,208.15,25792761
2020-03-02 05:00:00,208.59,211.11,203.7563,210.98,19292512
2020-03-03 05:00:00,211.08,211.39,202.2398,207.32,18598111
2020-03-04 05:00:00,209.49,212.7,208.85,211.95,10906421
2020-03-05 05:00:00,210.0,215.15,209.14,211.46,12252049
2020-03-06 05:00:00,206.7,207.0,201.1,204.76,19223174
2020-03-09 04:00:00,195.62,199.89,193.93,197.66,22369304
2020-03-10 04:00:00,205.53,207.45,200.8,206.45,16656203
2020-03-11 04:00:00,201.65,203.1,196.11,198.54,17268970
2020-03-12 04:00:00,186.5,190.4865,183.93,185.28,26412496
2020-03-13 04:00:00,194.9,195.99,187.81,193.28,20391513
2020-03-16 04:00:00,176.15,188.0,174.5,178.76,21690878
2020-03-17 04:00:00,181.26,189.39,179.69,184.805,17480453
2020-03-18 04:00:00,176.0,182.41,170.0,179.86,18631092
2020-03-19 04:00:00,179.26,187.25,177.39,180.87,18930481
2020-03-20 04:00:00,187.74,188.3,180.0,180.68,17236362
2020-03-23 04:00:00,175.27,178.5,169.95,176.48,19634416
2020-03-24 04:00:00,183.09,188.8,181.18,186.0,18900757
2020-03-25 04:00:00,185.82,195.19,184.5151,188.55,18305783
2020-03-26 04:00:00,188.64,195.84,187.6,195.46,12023046
2020-03-27 04:00:00,189.97,192.74,188.0,188.6,10664059
2020-03-30 04:00:00,187.48,191.48,187.01,191.27,10877426
2020-03-31 04:00:00,192.0,196.79,190.6,194.41,17145689
2020-04-01 04:00:00,189.5,192.87,185.04,187.5,15549731
2020-04-02 04:00:00,186.08,191.3,185.6922,188.88,11989106
2020-04-03 04:00:00,190.12,190.55,185.41,187.035,7923288
2020-04-06 04:00:00,194.74,196.88,192.7,196.45,12369574
2020-04-07 04:00:00,200.05,201.45,197.05,197.94,13251682
2020-04-08 04:00:00,198.34,198.86,193.8835,195.895,12151806
2020-04-09 04:00:00,198.65,200.35,193.4,196.15,16283750
2020-04-13 04:00:00,197.4,200.325,195.53,199.58,11379622
2020-04-14 04:00:00,204.95,207.97,204.25,204.93,15218191
2020-04-15 04:00:00,204.77,209.15,201.31,208.32,10089647
2020-04-16 04:00:00,210.53,213.25,209.12,212.7,15022243
2020-04-17 04:00:00,214.9797,214.9797,208.8514,209.54,12609580
2020-04-20 04:00:00,209.87,216.1,209.36,212.01,18470142
2020-04-21 04:00:00,209.9,212.13,205.03,207.19,12913686
2020-04-22 04:00:00,212.0,212.0,209.21,210.15,10336956
2020-04-23 04:00:00,210.24,210.56,203.46,205.1913,19675512
2020-04-24 04:00:00,205.89,206.5,202.82,204.45,13710687
2020-04-27 04:00:00,207.55,207.78,202.03,203.79,15781301
2020-04-28 04:00:00,204.81,205.19,199.407,201.12,16201058
2020-04-29 04:00:00,202.93,207.08,202.51,206.69,17310422
2020-04-30 04:00:00,206.25,206.7,199.29,202.67,18277711
2020-05-01 04:00:00,195.75,197.38,192.86,194.5,21478102
2020-05-04 04:00:00,194.76,195.0,189.53,191.17,22891362
2020-05-05 04:00:00,196.38,198.27,194.2,195.0,19748223
2020-05-06 04:00:00,197.67,198.91,194.93,195.07,16302542
2020-05-07 04:00:00,198.0,198.09,194.78,196.36,15517378
2020-05-08 04:00:00,199.8,203.02,198.68,201.3111,19481483
2020-05-11 04:00:00,202.78,206.64,202.38,205.27,16375193
2020-05-12 04:00:00,206.95,208.05,200.02,200.33,16821764
2020-05-13 04:00:00,203.62,204.68,197.98,199.57,19150983
2020-05-14 04:00:00,195.5,201.77,194.03,201.27,18895082
2020-05-15 04:00:00,200.7,204.4899,200.1,203.81,16137700
2020-05-18 04:00:00,212.5,215.47,210.37,215.29,21264204
2020-05-19 04:00:00,216.73,220.59,215.19,217.2763,18793288
2020-05-20 04:00:00,220.0,221.1574,210.58,216.5638,35285639
2020-05-21 04:00:00,211.29,214.58,209.53,212.06,26956179
2020-05-22 04:00:00,203.23,204.88,198.99,199.5101,47068599
2020-05-26 04:00:00,205.94,206.8,201.0,201.72,25590763
2020-05-27 04:00:00,202.99,202.99,196.75,201.11,20505335
2020-05-28 04:00:00,199.0,202.37,197.62,199.475,17950133
2020-05-29 04:00:00,200.0,207.88,196.7,207.0,29547464
2020-06-01 04:00:00,205.9,207.2,203.94,206.58,15126975
2020-06-02 04:00:00,207.21,214.57,207.17,214.44,20490570
2020-06-03 04:00:00,215.6,218.97,213.75,218.61,19067937
2020-06-04 04:00:00,217.28,220.0,216.32,218.02,13338144
2020-06-05 04:00:00,220.0,220.59,218.7,219.54,11147144
2020-06-08 04:00:00,219.6,220.4,215.33,218.8,11345871
2020-06-09 04:00:00,216.31,220.69,216.2,220.62,12547146
2020-06-10 04:00:00,222.0,225.0,220.6,223.745,12625852
2020-06-11 04:00:00,218.0,219.95,213.56,215.23,13450182
2020-06-12 04:00:00,218.5,219.5,215.89,215.93,3551840
2020-06-15 04:00:00,214.11,217.72,212.75,217.15,15563425
2020-06-16 04:00:00,221.0,224.84,220.1001,222.68,13016400
2020-06-17 04:00:00,224.4,225.0,222.5,224.25,9914182
2020-06-18 04:00:00,223.74,226.03,222.92,223.54,8335530
2020-06-19 04:00:00,226.38,226.5,220.09,220.64,15334600
2020-06-22 04:00:00,220.92,222.08,219.445,221.49,11351167
2020-06-23 04:00:00,225.12,230.225,224.53,228.78,17050600
2020-06-24 04:00:00,228.3,231.03,224.2524,226.22,11672444
2020-06-25 04:00:00,224.59,224.69,220.87,222.02,14536857
2020-06-26 04:00:00,222.21,222.26,213.5,215.6,18683312
2020-06-29 04:00:00,215.03,216.5,211.82,215.0,11867973
2020-06-30 04:00:00,215.74,216.43,212.89,215.73,11617277
2020-07-01 04:00:00,215.81,216.52,214.74,215.97,11217225
2020-07-02 04:00:00,221.85,225.025,220.06,223.64,17074350
2020-07-06 04:00:00,233.31,240.48,232.82,240.0,30798727
2020-07-07 04:00:00,241.01,241.3,236.13,236.5,15558780
2020-07-08 04:00:00,244.86,258.49,244.02,257.62,37859421
2020-07-09 04:00:00,265.55,268.0,255.91,261.44,35020876
2020-07-10 04:00:00,260.21,261.9,255.71,260.99,19401301
2020-07-13 04:00:00,261.45,265.66,250.68,251.72,20559590
2020-07-14 04:00:00,246.57,249.75,241.23,248.58,17359230
2020-07-15 04:00:00,251.48,252.5,246.54,249.21,10652437
2020-07-16 04:00:00,241.77,245.05,240.74,243.1,15449289
2020-07-17 04:00:00,246.55,247.9299,244.48,247.14,15506136
2020-07-20 04:00:00,256.45,257.67,252.43,254.87,16150542
2020-07-21 04:00:00,261.21,261.92,256.52,257.82,16218640
2020-07-22 04:00:00,255.76,256.27,249.6,251.7,18099205
2020-07-23 04:00:00,252.1,257.66,249.925,251.8,14265218
2020-07-24 04:00:00,244.96,249.48,241.89,248.76,13952317
2020-07-27 04:00:00,247.11,252.87,245.81,250.86,11933451
2020-07-28 04:00:00,251.15,251.65,248.53,249.04,13373388
2020-07-29 04:00:00,250.34,254.3,250.1,252.44,16785968
2020-07-30 04:00:00,251.7,253.86,249.62,252.74,12597607
2020-07-31 04:00:00,254.2,254.4,248.1,251.02,19708990
2020-08-03 04:00:00,254.02,260.65,254.0,257.94,16061630
2020-08-04 04:00:00,260.08,262.56,258.82,262.2,17132817
2020-08-05 04:00:00,263.74,265.976,261.755,264.95,18346328
2020-08-06 04:00:00,263.42,265.7,259.2,265.7,18343518
2020-08-07 04:00:00,257.41,257.76,247.57,252.14,42926321
2020-08-10 04:00:00,249.01,249.96,246.1,248.095,17862051
2020-08-11 04:00:00,251.29,252.88,247.83,248.44,18134738
2020-08-12 04:00:00,249.25,256.08,248.68,255.36,20108633
2020-08-13 04:00:00,256.39,256.97,252.8799,253.72,7471112
2020-08-14 04:00:00,255.49,255.77,251.64,253.97,7420231
2020-08-17 04:00:00,253.0,257.375,250.085,257.0,16577623
2020-08-18 04:00:00,258.71,261.42,256.06,259.21,23238498
2020-08-19 04:00:00,260.89,261.29,257.38,260.73,26142633
2020-08-20 04:00:00,256.89,258.88,254.18,257.91,34502575
2020-08-21 04:00:00,259.03,267.43,258.31,265.66,45293238
2020-08-24 04:00:00,273.24,276.97,271.62,276.02,41583137
2020-08-25 04:00:00,278.06,289.12,276.04,286.65,52552532
2020-08-26 04:00:00,289.26,292.48,284.1,291.84,35799794
2020-08-27 04:00:00,290.17,290.25,282.1,284.33,28305225
2020-08-28 04:00:00,285.09,289.5,283.57,289.0,16651315
2020-08-31 04:00:00,288.62,289.19,283.61,287.03,22956283
2020-09-01 04:00:00,289.2,298.0,288.87,297.98,25449583
2020-09-02 04:00:00,299.0,299.0,289.79,296.0,24290927
2020-09-03 04:00:00,289.0,290.7334,278.16,282.28,32026534
2020-09-04 04:00:00,279.6,283.78,267.39,281.21,29978462
2020-09-08 04:00:00,270.23,273.97,266.59,270.02,24454060
2020-09-09 04:00:00,274.45,275.64,270.88,273.11,17436710
2020-09-10 04:00:00,276.1034,277.1,267.4,267.56,15498962
2020-09-11 04:00:00,272.63,274.53,268.12,271.61,17426786
2020-09-14 04:00:00,275.36,276.29,271.76,274.02,14945101
2020-09-15 04:00:00,278.0,279.1,274.8,277.795,7076501
2020-09-16 04:00:00,281.03,283.605,278.0,278.22,8351329
2020-09-17 04:00:00,273.11,275.9,272.3213,275.61,6872806
2020-09-18 04:00:00,275.98,277.27,270.58,272.31,8217514
2020-09-21 04:00:00,269.1,274.22,266.4,273.82,7596509
2020-09-22 04:00:00,276.02,276.32,270.05,275.29,6565173
2020-09-23 04:00:00,275.4,277.83,271.5,272.95,5835106
2020-09-24 04:00:00,267.93,271.25,267.3338,269.61,6383973
2020-09-25 04:00:00,267.57,271.81,264.56,271.13,8456050
