date,open,high,low,close,volume
2019-09-27 04:00:00,176.7,176.83,172.36,174.03,4503554
2019-09-30 04:00:00,174.17,175.45,172.39,172.79,5567619
2019-10-01 04:00:00,173.02,174.815,172.82,174.29,6642687
2019-10-02 04:00:00,172.64,172.936,168.59,169.85,8781076
2019-10-03 04:00:00,169.91,173.14,168.63,172.89,6027037
2019-10-04 04:00:00,174.68,176.52,174.44,175.97,4930051
2019-10-07 04:00:00,174.66,175.69,173.8,174.87,3644660
2019-10-08 04:00:00,173.57,174.6402,171.88,172.41,4244687
2019-10-09 04:00:00,174.11,175.99,173.6365,174.9,3875566
2019-10-10 04:00:00,173.89,175.9022,173.59,175.0,4160492
2019-10-11 04:00:00,176.87,179.2,176.85,176.93,5825642
2019-10-14 04:00:00,177.61,178.4136,177.11,177.37,2547971
2019-10-15 04:00:00,178.13,179.43,177.55,178.69,3720087
2019-10-16 04:00:00,177.92,178.26,176.27,177.86,4836236
2019-10-17 04:00:00,178.89,179.19,177.5,177.99,3161638
2019-10-18 04:00:00,177.9,178.2,174.55,175.68,4945081
2019-10-21 04:00:00,176.0,176.73,174.61,176.44,3777627
2019-10-22 04:00:00,177.0,177.79,170.78,170.88,6686436
2019-10-23 04:00:00,170.99,172.17,170.18,171.29,4970197
2019-10-24 04:00:00,173.42,176.87,173.4,176.41,6941721
2019-10-25 04:00:00,174.93,179.15,173.5,177.78,8746511
2019-10-28 04:00:00,178.93,180.18,178.35,179.81,4939811
2019-10-29 04:00:00,179.8,180.0,177.37,177.63,4975035
2019-10-30 04:00:00,177.79,179.42,176.39,179.21,3940122
2019-10-31 04:00:00,178.095,179.27,178.04,178.82,3529208
2019-11-01 04:00:00,180.13,181.32,179.57,180.9,4693263
2019-11-04 05:00:00,182.08,182.4,178.81,178.99,4696861
2019-11-05 05:00:00,179.07,179.56,175.18,176.35,6072064
2019-11-06 05:00:00,176.37,178.19,176.14,176.75,4597590
2019-11-07 05:00:00,177.35,180.65,176.85,178.39,5435829
2019-11-08 05:00:00,178.38,179.45,177.8,178.95,3328000
2019-11-11 05:00:00,178.5,180.36,178.2,179.52,3032275
2019-11-12 05:00:00,179.94,181.0599,178.88,179.74,3488582
2019-11-13 05:00:00,179.4,180.88,177.9,179.38,5217853
2019-11-14 05:00:00,179.0,179.77,178.06,179.72,4368847
2019-11-15 05:00:00,180.03,180.68,179.08,179.72,4855961
2019-11-18 05:00:00,179.57,180.3232,178.98,179.66,3635282
2019-11-19 05:00:00,180.39,182.98,180.2023,182.76,5065178
2019-11-20 05:00:00,182.31,183.22,180.35,181.65,4886103
2019-11-21 05:00:00,181.17,181.81,179.315,179.87,4363345
2019-11-22 05:00:00,180.13,180.47,178.35,179.47,3760491
2019-11-25 05:00:00,180.4,181.35,180.11,180.94,4080610
2019-11-26 05:00:00,181.46,182.92,181.21,182.46,4518967
2019-11-27 05:00:00,183.0,184.54,182.257,184.39,4425017
2019-11-29 05:00:00,183.93,184.83,183.36,184.61,2447873
2019-12-02 05:00:00,184.24,184.37,179.87,181.9,5562174
2019-12-03 05:00:00,179.9,182.14,179.66,181.93,3983455
2019-12-04 05:00:00,182.66,182.8,180.47,180.65,5477342
2019-12-05 05:00:00,181.25,182.03,180.07,181.99,3858564
2019-12-06 05:00:00,182.74,183.28,181.34,182.14,5646867
2019-12-09 05:00:00,181.9,183.26,181.3,182.91,4162539
2019-12-10 05:00:00,182.55,183.15,181.9,182.32,3660346
2019-12-11 05:00:00,183.07,183.08,181.19,181.85,3564256
2019-12-12 05:00:00,181.66,183.33,180.83,182.63,4724837
2019-12-13 05:00:00,182.5,185.52,182.04,185.18,5390200
2019-12-16 05:00:00,186.33,186.82,185.768,186.25,4463455
2019-12-17 05:00:00,186.5,186.78,184.1,185.45,4722221
2019-12-18 05:00:00,185.52,186.44,184.93,185.02,3954752
2019-12-19 05:00:00,184.5,186.58,184.5,186.52,3331195
2019-12-20 05:00:00,187.6,188.17,186.3,187.99,6115607
2019-12-23 05:00:00,188.15,188.41,187.0,187.11,3390341
2019-12-24 05:00:00,187.1,188.02,186.91,187.6,1424832
2019-12-26 05:00:00,187.89,189.18,187.7,189.17,3050706
2019-12-27 05:00:00,189.74,189.8862,188.471,189.38,4662914
2019-12-30 05:00:00,189.31,189.4799,187.12,187.86,3674515
2019-12-31 05:00:00,187.06,188.0,186.54,187.9,3506421
2020-01-02 05:00:00,189.0,191.14,188.72,191.14,5240901
2020-01-03 05:00:00,188.15,190.96,187.92,189.61,3752535
2020-01-06 05:00:00,188.0,189.21,187.163,189.16,4880802
2020-01-07 05:00:00,189.59,190.1,188.6,188.69,3684363
2020-01-08 05:00:00,189.49,192.5,188.8,191.92,4544805
2020-01-09 05:00:00,193.0,193.9215,192.52,193.26,3922501
2020-01-10 05:00:00,193.5,194.57,193.11,193.7,3842789
2020-01-13 05:00:00,194.44,195.6,194.28,195.16,4249762
2020-01-14 05:00:00,196.74,196.95,195.14,196.03,4861198
2020-01-15 05:00:00,197.0,200.15,196.32,199.85,6485386
